DATE,epop
2009-03-01,78.27529162168507
2009-04-01,77.99228628476465
2009-05-01,77.69406288862233
2009-06-01,77.4042035142581
2009-07-01,77.12112913529081
2009-08-01,76.84813986221953
2009-09-01,76.5428980191549
2009-10-01,76.25542928775155
2009-11-01,76.00849072138472
2009-12-01,75.77327042818074
2010-01-01,75.61747282743458
2010-02-01,75.48840194940571
2010-03-01,75.39393603801732
2010-04-01,75.32805502414708
2010-05-01,75.26767800251646
2010-06-01,75.21327187617624
2010-07-01,75.15457222859068
2010-08-01,75.11086662610376
2010-09-01,75.1073335607847
2010-10-01,75.10530054569249
2010-11-01,75.07134328285856
2010-12-01,75.09119361639027
2011-01-01,75.09322613477711
2011-02-01,75.09885430336003
2011-03-01,75.11509408553445
2011-04-01,75.08961409330372
2011-05-01,75.09778092304869
2011-06-01,75.07738818724954
2011-07-01,75.07535169521971
2011-08-01,75.07630238930388
2011-09-01,75.06617357333505
2011-10-01,75.05461871623997
2011-11-01,75.0875199834506
2011-12-01,75.11675357818608
2012-01-01,75.14879405498509
2012-02-01,75.18489410479867
2012-03-01,75.22470752398176
2012-04-01,75.27740796407068
2012-05-01,75.32392640908563
2012-06-01,75.38001040617628
2012-07-01,75.42894581953688
2012-08-01,75.48094193140669
2012-09-01,75.565313299497
2012-10-01,75.65400153398518
2012-11-01,75.69164087375009
2012-12-01,75.73170065879826
2013-01-01,75.74337671200438
2013-02-01,75.76968222856526
2013-03-01,75.78607996304834
2013-04-01,75.80380241076155
2013-05-01,75.83417544762297
2013-06-01,75.85855871438984
2013-07-01,75.88935792446141
2013-08-01,75.90592404206598
2013-09-01,75.90597818295164
2013-10-01,75.86107651392622
2013-11-01,75.87928722302122
2013-12-01,75.89543163776402
2014-01-01,75.96222758293156
2014-02-01,76.01861009995146
2014-03-01,76.08419805765156
2014-04-01,76.13603919744496
2014-05-01,76.16970042387648
2014-06-01,76.2446944912275
2014-07-01,76.29725535710656
2014-08-01,76.36883060137434
2014-09-01,76.43919835488005
2014-10-01,76.54678324858351
2014-11-01,76.62214636802678
2014-12-01,76.70079022645955
2015-01-01,76.76268120606744
2015-02-01,76.83071692784631
2015-03-01,76.88258687655134
2015-04-01,76.94378693898523
2015-05-01,77.00983087221785
2015-06-01,77.04805135726933
2015-07-01,77.08238810300831
2015-08-01,77.11351464192076
2015-09-01,77.1487931410472
2015-10-01,77.17028359572096
2015-11-01,77.20970710118615
2015-12-01,77.24069108565652
2016-01-01,77.2927617033323
2016-02-01,77.3483698566755
2016-03-01,77.4190167586009
2016-04-01,77.46382355690007
2016-05-01,77.51397490501408
2016-06-01,77.55811760822935
2016-07-01,77.62575397888823
2016-08-01,77.66976406176889
2016-09-01,77.73022254308069
2016-10-01,77.8086771567663
2016-11-01,77.86966164906823
2016-12-01,77.92893499135975
2017-01-01,77.96844889720285
2017-02-01,78.01394214232766
2017-03-01,78.0580098430316
2017-04-01,78.12717358271284
2017-05-01,78.17216366529469
2017-06-01,78.22726368904118
2017-07-01,78.28503847122197
2017-08-01,78.32921395699186
2017-09-01,78.40683509906137
2017-10-01,78.46303333838785
2017-11-01,78.5397052764893
2017-12-01,78.61947466929757
2018-01-01,78.68221104145054
2018-02-01,78.76485337813699
2018-03-01,78.82950703303023
2018-04-01,78.87638012568159
2018-05-01,78.94528806209568
2018-06-01,79.00659143924717
2018-07-01,79.07445728778843
2018-08-01,79.14852599302931
2018-09-01,79.18452868858977
2018-10-01,79.26035225391392
2018-11-01,79.31697318951292
